Gene,Isoforms,Unique Exon Count
PB.2427,"PB.2427.1, PB.2427.2, PB.2427.3, PB.2427.4, PB.2427.5",9
PB.24270,"PB.24270.1, PB.24270.2, PB.24270.3, PB.24270.4, PB.24270.5, PB.24270.6, PB.24270.7",13
PB.24271,"PB.24271.1, PB.24271.2",12
PB.24272,"PB.24272.1, PB.24272.10, PB.24272.11, PB.24272.12, PB.24272.13, PB.24272.14, PB.24272.15, PB.24272.16, PB.24272.2, PB.24272.3, PB.24272.4, PB.24272.5, PB.24272.6, PB.24272.7, PB.24272.8, PB.24272.9",39
PB.24273,"PB.24273.1, PB.24273.2, PB.24273.3, PB.24273.4",14
PB.24274,"PB.24274.1, PB.24274.2, PB.24274.3, PB.24274.4, PB.24274.5, PB.24274.6, PB.24274.7",15
PB.24275,"PB.24275.1, PB.24275.2, PB.24275.3, PB.24275.4, PB.24275.5, PB.24275.6, PB.24275.7",44
PB.24276,"PB.24276.1, PB.24276.2, PB.24276.3, PB.24276.4, PB.24276.5",8
PB.24277,"PB.24277.1, PB.24277.2, PB.24277.3, PB.24277.4, PB.24277.5",11
PB.24278,"PB.24278.1, PB.24278.10, PB.24278.11, PB.24278.12, PB.24278.13, PB.24278.14, PB.24278.15, PB.24278.16, PB.24278.17, PB.24278.18, PB.24278.2, PB.24278.3, PB.24278.4, PB.24278.5, PB.24278.6, PB.24278.7, PB.24278.8, PB.24278.9",34
PB.24279,PB.24279.1,6
PB.2428,"PB.2428.1, PB.2428.3, PB.2428.5, PB.2428.6, PB.2428.7, PB.2428.8, PB.2428.9",13
PB.24280,"PB.24280.1, PB.24280.2, PB.24280.3, PB.24280.4, PB.24280.5",6
PB.24281,"PB.24281.1, PB.24281.2",3
PB.24282,"PB.24282.1, PB.24282.2",4
PB.24283,"PB.24283.1, PB.24283.2, PB.24283.3, PB.24283.4",6
PB.24284,"PB.24284.1, PB.24284.2, PB.24284.3, PB.24284.4, PB.24284.5, PB.24284.6",10
PB.24285,PB.24285.1,2
PB.24286,"PB.24286.1, PB.24286.2, PB.24286.3",6
PB.24287,"PB.24287.1, PB.24287.2, PB.24287.3, PB.24287.4, PB.24287.5, PB.24287.6, PB.24287.7, PB.24287.8",14
PB.24288,"PB.24288.1, PB.24288.11, PB.24288.14, PB.24288.15, PB.24288.5, PB.24288.6, PB.24288.7, PB.24288.8",9
PB.24289,"PB.24289.1, PB.24289.2, PB.24289.3, PB.24289.4",8
PB.2429,"PB.2429.1, PB.2429.11, PB.2429.12, PB.2429.15, PB.2429.18, PB.2429.2, PB.2429.24, PB.2429.25, PB.2429.27, PB.2429.28, PB.2429.29, PB.2429.3, PB.2429.31, PB.2429.33, PB.2429.34, PB.2429.35, PB.2429.39, PB.2429.4, PB.2429.41, PB.2429.42, PB.2429.43, PB.2429.44, PB.2429.45, PB.2429.46, PB.2429.5",30
PB.24290,"PB.24290.1, PB.24290.2, PB.24290.3, PB.24290.4, PB.24290.5, PB.24290.6",8
PB.24291,"PB.24291.1, PB.24291.2, PB.24291.3",7
PB.24292,"PB.24292.1, PB.24292.10, PB.24292.12, PB.24292.13, PB.24292.14, PB.24292.15, PB.24292.2, PB.24292.3, PB.24292.4, PB.24292.5, PB.24292.6, PB.24292.7, PB.24292.8, PB.24292.9",29
PB.24293,"PB.24293.1, PB.24293.2",6
PB.24294,PB.24294.1,3
PB.24295,PB.24295.1,4
PB.24296,PB.24296.1,4
PB.24297,"PB.24297.1, PB.24297.2",4
PB.24298,"PB.24298.1, PB.24298.2, PB.24298.3",8
PB.24299,"PB.24299.1, PB.24299.2, PB.24299.3, PB.24299.4, PB.24299.5, PB.24299.6, PB.24299.8, PB.24299.9",24
PB.243,"PB.243.1, PB.243.2, PB.243.3, PB.243.4, PB.243.5",7
PB.2430,"PB.2430.1, PB.2430.2, PB.2430.3, PB.2430.4, PB.2430.5",7
PB.24300,"PB.24300.1, PB.24300.10, PB.24300.11, PB.24300.12, PB.24300.2, PB.24300.3, PB.24300.4, PB.24300.5, PB.24300.6, PB.24300.7, PB.24300.8, PB.24300.9",15
PB.24301,"PB.24301.1, PB.24301.10, PB.24301.11, PB.24301.12, PB.24301.13, PB.24301.14, PB.24301.15, PB.24301.16, PB.24301.17, PB.24301.18, PB.24301.19, PB.24301.2, PB.24301.20, PB.24301.21, PB.24301.22, PB.24301.3, PB.24301.4, PB.24301.9",36
PB.24302,PB.24302.1,3
PB.24303,"PB.24303.1, PB.24303.2",4
PB.24304,PB.24304.1,1
PB.24305,PB.24305.1,2
PB.24306,"PB.24306.1, PB.24306.2, PB.24306.3, PB.24306.4, PB.24306.5",9
PB.24307,"PB.24307.1, PB.24307.2, PB.24307.3, PB.24307.4, PB.24307.5, PB.24307.6",13
PB.24308,"PB.24308.1, PB.24308.2, PB.24308.3",6
PB.24309,"PB.24309.1, PB.24309.11, PB.24309.13, PB.24309.14, PB.24309.15, PB.24309.16, PB.24309.17, PB.24309.18, PB.24309.19, PB.24309.2, PB.24309.21, PB.24309.3, PB.24309.4, PB.24309.5, PB.24309.6, PB.24309.8",24
PB.2431,"PB.2431.1, PB.2431.2, PB.2431.3, PB.2431.4",5
PB.24310,"PB.24310.1, PB.24310.10, PB.24310.11, PB.24310.12, PB.24310.13, PB.24310.15, PB.24310.18, PB.24310.19, PB.24310.2, PB.24310.20, PB.24310.21, PB.24310.24, PB.24310.25, PB.24310.26, PB.24310.27, PB.24310.28, PB.24310.29, PB.24310.3, PB.24310.31, PB.24310.32, PB.24310.33, PB.24310.35, PB.24310.37, PB.24310.38, PB.24310.39, PB.24310.4, PB.24310.40, PB.24310.41, PB.24310.5, PB.24310.6, PB.24310.7, PB.24310.8, PB.24310.9",58
PB.24311,"PB.24311.1, PB.24311.2, PB.24311.3",3
PB.24312,"PB.24312.1, PB.24312.2, PB.24312.3, PB.24312.4, PB.24312.5, PB.24312.6, PB.24312.7, PB.24312.8",18
PB.24313,"PB.24313.1, PB.24313.10, PB.24313.11, PB.24313.12, PB.24313.13, PB.24313.14, PB.24313.2, PB.24313.3, PB.24313.4, PB.24313.5, PB.24313.6, PB.24313.7, PB.24313.8, PB.24313.9",32
PB.24314,"PB.24314.1, PB.24314.2, PB.24314.3",8
PB.24315,"PB.24315.1, PB.24315.2, PB.24315.3, PB.24315.4, PB.24315.5, PB.24315.6, PB.24315.7",11
PB.24316,"PB.24316.1, PB.24316.10, PB.24316.11, PB.24316.12, PB.24316.13, PB.24316.15, PB.24316.16, PB.24316.17, PB.24316.2, PB.24316.3, PB.24316.4, PB.24316.5, PB.24316.6, PB.24316.8, PB.24316.9",27
PB.24317,"PB.24317.1, PB.24317.10, PB.24317.11, PB.24317.12, PB.24317.13, PB.24317.2, PB.24317.3, PB.24317.4, PB.24317.5, PB.24317.6, PB.24317.7, PB.24317.8, PB.24317.9",30
PB.24318,"PB.24318.1, PB.24318.2, PB.24318.3, PB.24318.4, PB.24318.5",7
PB.24319,"PB.24319.1, PB.24319.2, PB.24319.3, PB.24319.6",6
PB.2432,"PB.2432.1, PB.2432.2, PB.2432.3",7
PB.24320,"PB.24320.1, PB.24320.10, PB.24320.12, PB.24320.15, PB.24320.16, PB.24320.17, PB.24320.18, PB.24320.19, PB.24320.2, PB.24320.20, PB.24320.21, PB.24320.22, PB.24320.23, PB.24320.3, PB.24320.4, PB.24320.5, PB.24320.6, PB.24320.7, PB.24320.8, PB.24320.9",31
PB.24321,"PB.24321.1, PB.24321.10, PB.24321.11, PB.24321.12, PB.24321.13, PB.24321.15, PB.24321.16, PB.24321.17, PB.24321.19, PB.24321.2, PB.24321.20, PB.24321.21, PB.24321.22, PB.24321.23, PB.24321.26, PB.24321.28, PB.24321.29, PB.24321.3, PB.24321.30, PB.24321.31, PB.24321.32, PB.24321.33, PB.24321.34, PB.24321.35, PB.24321.36, PB.24321.37, PB.24321.4, PB.24321.41, PB.24321.42, PB.24321.43, PB.24321.44, PB.24321.45, PB.24321.47, PB.24321.48, PB.24321.49, PB.24321.5, PB.24321.50, PB.24321.6, PB.24321.7, PB.24321.8",67
PB.24322,"PB.24322.1, PB.24322.2, PB.24322.3, PB.24322.4, PB.24322.5",10
PB.24323,"PB.24323.1, PB.24323.2, PB.24323.3",8
PB.24324,"PB.24324.1, PB.24324.2, PB.24324.3, PB.24324.4, PB.24324.5",12
PB.24325,"PB.24325.1, PB.24325.10, PB.24325.12, PB.24325.16, PB.24325.19, PB.24325.2, PB.24325.3, PB.24325.31, PB.24325.32, PB.24325.33, PB.24325.35, PB.24325.36, PB.24325.37, PB.24325.38, PB.24325.6, PB.24325.8",29
PB.24326,"PB.24326.1, PB.24326.10, PB.24326.11, PB.24326.2, PB.24326.3, PB.24326.4, PB.24326.5, PB.24326.6, PB.24326.7, PB.24326.8, PB.24326.9",18
PB.24327,"PB.24327.1, PB.24327.2",5
PB.24328,"PB.24328.1, PB.24328.2, PB.24328.3, PB.24328.4, PB.24328.5",10
PB.24329,"PB.24329.1, PB.24329.10, PB.24329.12, PB.24329.13, PB.24329.14, PB.24329.15, PB.24329.16, PB.24329.18, PB.24329.19, PB.24329.2, PB.24329.20, PB.24329.24, PB.24329.25, PB.24329.26, PB.24329.28, PB.24329.29, PB.24329.3, PB.24329.30, PB.24329.31, PB.24329.32, PB.24329.33, PB.24329.34, PB.24329.35, PB.24329.36, PB.24329.37, PB.24329.38, PB.24329.39, PB.24329.4, PB.24329.40, PB.24329.41, PB.24329.42, PB.24329.43, PB.24329.44, PB.24329.45, PB.24329.46, PB.24329.47, PB.24329.48, PB.24329.49, PB.24329.5, PB.24329.50, PB.24329.51, PB.24329.52, PB.24329.53, PB.24329.54, PB.24329.55, PB.24329.56, PB.24329.57, PB.24329.58, PB.24329.59, PB.24329.6, PB.24329.7, PB.24329.8, PB.24329.9",97
PB.2433,"PB.2433.1, PB.2433.2, PB.2433.3",5
PB.24330,"PB.24330.1, PB.24330.10, PB.24330.2, PB.24330.3, PB.24330.4, PB.24330.5, PB.24330.6, PB.24330.7, PB.24330.8, PB.24330.9",17
PB.24331,"PB.24331.1, PB.24331.2",7
PB.24332,"PB.24332.1, PB.24332.2, PB.24332.3, PB.24332.4, PB.24332.5, PB.24332.6, PB.24332.7, PB.24332.8",16
PB.24333,"PB.24333.1, PB.24333.2, PB.24333.3, PB.24333.4",9
PB.24334,PB.24334.1,1
PB.24335,"PB.24335.1, PB.24335.2, PB.24335.3, PB.24335.4, PB.24335.5, PB.24335.6",12
PB.24336,"PB.24336.1, PB.24336.10, PB.24336.11, PB.24336.12, PB.24336.13, PB.24336.14, PB.24336.2, PB.24336.3, PB.24336.4, PB.24336.5, PB.24336.7, PB.24336.8, PB.24336.9",22
PB.24337,"PB.24337.1, PB.24337.10, PB.24337.11, PB.24337.3, PB.24337.5, PB.24337.6, PB.24337.7, PB.24337.8, PB.24337.9",20
PB.24338,"PB.24338.1, PB.24338.2, PB.24338.3, PB.24338.4, PB.24338.5, PB.24338.6, PB.24338.7, PB.24338.8, PB.24338.9",15
PB.24339,"PB.24339.1, PB.24339.10, PB.24339.11, PB.24339.12, PB.24339.13, PB.24339.14, PB.24339.15, PB.24339.16, PB.24339.17, PB.24339.18, PB.24339.19, PB.24339.2, PB.24339.20, PB.24339.21, PB.24339.3, PB.24339.5, PB.24339.6, PB.24339.7, PB.24339.8, PB.24339.9",42
PB.2434,PB.2434.1,2
PB.24340,PB.24340.1,1
PB.24341,"PB.24341.1, PB.24341.2, PB.24341.3, PB.24341.4",6
PB.24342,"PB.24342.1, PB.24342.12, PB.24342.13, PB.24342.14, PB.24342.15, PB.24342.16, PB.24342.17, PB.24342.18, PB.24342.19, PB.24342.2, PB.24342.20, PB.24342.21, PB.24342.22, PB.24342.25, PB.24342.26, PB.24342.28, PB.24342.3, PB.24342.30, PB.24342.32, PB.24342.33, PB.24342.34, PB.24342.35, PB.24342.36, PB.24342.37, PB.24342.5, PB.24342.6, PB.24342.7, PB.24342.8, PB.24342.9",43
PB.24343,"PB.24343.1, PB.24343.10, PB.24343.12, PB.24343.13, PB.24343.14, PB.24343.15, PB.24343.2, PB.24343.3, PB.24343.4, PB.24343.6, PB.24343.7, PB.24343.9",22
PB.24344,"PB.24344.1, PB.24344.19, PB.24344.2, PB.24344.20, PB.24344.21, PB.24344.22, PB.24344.23, PB.24344.24, PB.24344.25, PB.24344.27, PB.24344.28, PB.24344.3, PB.24344.30, PB.24344.31, PB.24344.32, PB.24344.33, PB.24344.34, PB.24344.4, PB.24344.5, PB.24344.6, PB.24344.7",38
PB.24345,"PB.24345.1, PB.24345.10, PB.24345.2, PB.24345.3, PB.24345.4, PB.24345.5, PB.24345.6, PB.24345.7, PB.24345.8, PB.24345.9",17
PB.24346,"PB.24346.1, PB.24346.10, PB.24346.11, PB.24346.14, PB.24346.15, PB.24346.16, PB.24346.17, PB.24346.18, PB.24346.19, PB.24346.9",19
PB.24347,"PB.24347.1, PB.24347.2",2
PB.24348,"PB.24348.1, PB.24348.2, PB.24348.4, PB.24348.5, PB.24348.7, PB.24348.8, PB.24348.9",20
PB.24349,"PB.24349.1, PB.24349.2, PB.24349.3, PB.24349.4",11
PB.2435,"PB.2435.1, PB.2435.2",4
PB.24350,"PB.24350.1, PB.24350.2",3
PB.24351,PB.24351.1,2
PB.24352,"PB.24352.1, PB.24352.10, PB.24352.11, PB.24352.12, PB.24352.13, PB.24352.14, PB.24352.16, PB.24352.17, PB.24352.18, PB.24352.19, PB.24352.2, PB.24352.20, PB.24352.21, PB.24352.22, PB.24352.3, PB.24352.4, PB.24352.7, PB.24352.8, PB.24352.9",31
PB.24353,"PB.24353.1, PB.24353.10, PB.24353.11, PB.24353.12, PB.24353.13, PB.24353.14, PB.24353.15, PB.24353.2, PB.24353.3, PB.24353.9",19
PB.24354,"PB.24354.1, PB.24354.2, PB.24354.3, PB.24354.4, PB.24354.5, PB.24354.6, PB.24354.7, PB.24354.8",12
PB.24355,PB.24355.1,1
PB.24356,"PB.24356.1, PB.24356.2",4
PB.24357,"PB.24357.1, PB.24357.3, PB.24357.4, PB.24357.5, PB.24357.6, PB.24357.7",10
PB.24358,"PB.24358.1, PB.24358.2, PB.24358.3, PB.24358.4",8
PB.24359,"PB.24359.1, PB.24359.2, PB.24359.3, PB.24359.4, PB.24359.5",9
PB.2436,"PB.2436.1, PB.2436.2",3
PB.24360,"PB.24360.1, PB.24360.11, PB.24360.12, PB.24360.13, PB.24360.14, PB.24360.15, PB.24360.16, PB.24360.17, PB.24360.18, PB.24360.19, PB.24360.2, PB.24360.3, PB.24360.4, PB.24360.5, PB.24360.6, PB.24360.7, PB.24360.8, PB.24360.9",34
PB.24361,"PB.24361.1, PB.24361.10, PB.24361.11, PB.24361.12, PB.24361.13, PB.24361.14, PB.24361.15, PB.24361.16, PB.24361.17, PB.24361.18, PB.24361.19, PB.24361.20, PB.24361.21, PB.24361.22, PB.24361.23, PB.24361.24, PB.24361.25, PB.24361.26, PB.24361.27, PB.24361.6, PB.24361.8, PB.24361.9",36
PB.24362,PB.24362.1,1
PB.24363,"PB.24363.1, PB.24363.10, PB.24363.11, PB.24363.12, PB.24363.13, PB.24363.14, PB.24363.15, PB.24363.16, PB.24363.17, PB.24363.18, PB.24363.19, PB.24363.2, PB.24363.3, PB.24363.4, PB.24363.5, PB.24363.6, PB.24363.7, PB.24363.9",42
PB.24364,PB.24364.1,1
PB.24365,"PB.24365.1, PB.24365.3, PB.24365.5, PB.24365.6",4
PB.24366,"PB.24366.10, PB.24366.11, PB.24366.12, PB.24366.13, PB.24366.14, PB.24366.15, PB.24366.16, PB.24366.17, PB.24366.2, PB.24366.3, PB.24366.8, PB.24366.9",37
PB.24367,PB.24367.1,2
PB.24368,"PB.24368.1, PB.24368.2, PB.24368.3, PB.24368.4, PB.24368.5, PB.24368.6, PB.24368.7, PB.24368.8",16
PB.24369,PB.24369.1,1
PB.2437,"PB.2437.1, PB.2437.2, PB.2437.3, PB.2437.4, PB.2437.5",8
PB.24370,"PB.24370.1, PB.24370.10, PB.24370.11, PB.24370.12, PB.24370.13, PB.24370.14, PB.24370.15, PB.24370.16, PB.24370.17, PB.24370.18, PB.24370.19, PB.24370.2, PB.24370.20, PB.24370.21, PB.24370.22, PB.24370.23, PB.24370.24, PB.24370.25, PB.24370.26, PB.24370.3, PB.24370.4, PB.24370.5, PB.24370.6, PB.24370.7, PB.24370.8, PB.24370.9",45
PB.24371,"PB.24371.1, PB.24371.10, PB.24371.11, PB.24371.12, PB.24371.13, PB.24371.14, PB.24371.15, PB.24371.16, PB.24371.17, PB.24371.2, PB.24371.4, PB.24371.5, PB.24371.6, PB.24371.7, PB.24371.8, PB.24371.9",29
PB.24372,"PB.24372.1, PB.24372.2",2
PB.24373,"PB.24373.1, PB.24373.10, PB.24373.11, PB.24373.12, PB.24373.13, PB.24373.14, PB.24373.15, PB.24373.16, PB.24373.17, PB.24373.18, PB.24373.19, PB.24373.20, PB.24373.21, PB.24373.22, PB.24373.23, PB.24373.24, PB.24373.25, PB.24373.9",38
PB.24374,"PB.24374.1, PB.24374.10, PB.24374.11, PB.24374.2, PB.24374.3, PB.24374.4, PB.24374.5, PB.24374.6, PB.24374.7, PB.24374.8, PB.24374.9",23
PB.24375,"PB.24375.1, PB.24375.10, PB.24375.13, PB.24375.14, PB.24375.15, PB.24375.16, PB.24375.17, PB.24375.18, PB.24375.8, PB.24375.9",16
PB.24376,"PB.24376.1, PB.24376.2",6
PB.24377,"PB.24377.1, PB.24377.11, PB.24377.12, PB.24377.13, PB.24377.14, PB.24377.15, PB.24377.17, PB.24377.18, PB.24377.2, PB.24377.3, PB.24377.4, PB.24377.5, PB.24377.6, PB.24377.7, PB.24377.8, PB.24377.9",24
PB.24378,PB.24378.1,4
PB.24379,"PB.24379.1, PB.24379.2, PB.24379.5, PB.24379.6",14
PB.2438,"PB.2438.1, PB.2438.2, PB.2438.3, PB.2438.4, PB.2438.5, PB.2438.6, PB.2438.7",14
PB.24380,PB.24380.1,1
PB.24381,"PB.24381.1, PB.24381.2, PB.24381.3, PB.24381.4, PB.24381.5",11
PB.24382,PB.24382.1,1
PB.24383,PB.24383.1,2
PB.24384,"PB.24384.1, PB.24384.2, PB.24384.3, PB.24384.4, PB.24384.5, PB.24384.6",17
PB.24385,PB.24385.1,11
PB.24386,"PB.24386.1, PB.24386.2, PB.24386.3",6
PB.24387,"PB.24387.1, PB.24387.10, PB.24387.11, PB.24387.12, PB.24387.13, PB.24387.14, PB.24387.15, PB.24387.2, PB.24387.3, PB.24387.4, PB.24387.5, PB.24387.6, PB.24387.7, PB.24387.8, PB.24387.9",28
PB.24388,"PB.24388.1, PB.24388.3",2
PB.24389,"PB.24389.1, PB.24389.10, PB.24389.11, PB.24389.12, PB.24389.13, PB.24389.14, PB.24389.15, PB.24389.16, PB.24389.17, PB.24389.19, PB.24389.2, PB.24389.20, PB.24389.21, PB.24389.22, PB.24389.23, PB.24389.24, PB.24389.25, PB.24389.26, PB.24389.27, PB.24389.28, PB.24389.3, PB.24389.4, PB.24389.5, PB.24389.6, PB.24389.7, PB.24389.8, PB.24389.9",49
PB.2439,PB.2439.1,2
PB.24390,"PB.24390.1, PB.24390.10, PB.24390.100, PB.24390.102, PB.24390.104, PB.24390.105, PB.24390.106, PB.24390.107, PB.24390.108, PB.24390.109, PB.24390.11, PB.24390.110, PB.24390.111, PB.24390.112, PB.24390.113, PB.24390.114, PB.24390.116, PB.24390.118, PB.24390.119, PB.24390.12, PB.24390.120, PB.24390.122, PB.24390.123, PB.24390.124, PB.24390.125, PB.24390.126, PB.24390.127, PB.24390.128, PB.24390.129, PB.24390.13, PB.24390.130, PB.24390.131, PB.24390.132, PB.24390.133, PB.24390.134, PB.24390.14, PB.24390.15, PB.24390.17, PB.24390.18, PB.24390.19, PB.24390.2, PB.24390.20, PB.24390.21, PB.24390.22, PB.24390.23, PB.24390.24, PB.24390.25, PB.24390.26, PB.24390.27, PB.24390.29, PB.24390.3, PB.24390.30, PB.24390.31, PB.24390.33, PB.24390.34, PB.24390.35, PB.24390.36, PB.24390.37, PB.24390.38, PB.24390.39, PB.24390.4, PB.24390.43, PB.24390.44, PB.24390.46, PB.24390.47, PB.24390.48, PB.24390.49, PB.24390.50, PB.24390.52, PB.24390.53, PB.24390.54, PB.24390.55, PB.24390.56, PB.24390.57, PB.24390.59, PB.24390.6, PB.24390.60, PB.24390.62, PB.24390.63, PB.24390.64, PB.24390.65, PB.24390.66, PB.24390.67, PB.24390.68, PB.24390.69, PB.24390.7, PB.24390.70, PB.24390.71, PB.24390.72, PB.24390.73, PB.24390.74, PB.24390.75, PB.24390.76, PB.24390.77, PB.24390.78, PB.24390.79, PB.24390.8, PB.24390.81, PB.24390.82, PB.24390.84, PB.24390.85, PB.24390.86, PB.24390.87, PB.24390.89, PB.24390.9, PB.24390.90, PB.24390.91, PB.24390.92, PB.24390.93, PB.24390.96, PB.24390.97, PB.24390.98, PB.24390.99",202
PB.24391,"PB.24391.1, PB.24391.2, PB.24391.3, PB.24391.4, PB.24391.5",9
PB.24392,"PB.24392.1, PB.24392.2",5
PB.24393,PB.24393.1,1
PB.24394,PB.24394.1,6
PB.24395,PB.24395.1,3
PB.24396,"PB.24396.1, PB.24396.2, PB.24396.3, PB.24396.5, PB.24396.6, PB.24396.7",14
PB.24397,"PB.24397.1, PB.24397.10, PB.24397.11, PB.24397.12, PB.24397.13, PB.24397.2, PB.24397.3, PB.24397.4, PB.24397.5, PB.24397.6, PB.24397.7, PB.24397.8, PB.24397.9",23
PB.24398,"PB.24398.1, PB.24398.10, PB.24398.11, PB.24398.12, PB.24398.2, PB.24398.4, PB.24398.6, PB.24398.7, PB.24398.8, PB.24398.9",18
PB.24399,"PB.24399.1, PB.24399.2, PB.24399.4, PB.24399.5, PB.24399.6, PB.24399.7, PB.24399.8",10
PB.244,"PB.244.2, PB.244.3, PB.244.4",4
PB.2440,"PB.2440.1, PB.2440.2, PB.2440.3",7
PB.24400,"PB.24400.1, PB.24400.2, PB.24400.3, PB.24400.5",7
PB.24401,"PB.24401.10, PB.24401.11, PB.24401.12, PB.24401.3, PB.24401.4, PB.24401.5, PB.24401.6, PB.24401.7, PB.24401.8, PB.24401.9",23
PB.24402,"PB.24402.1, PB.24402.2, PB.24402.3, PB.24402.4",10
PB.24403,"PB.24403.1, PB.24403.10, PB.24403.11, PB.24403.12, PB.24403.2, PB.24403.3, PB.24403.4, PB.24403.5, PB.24403.6, PB.24403.7, PB.24403.8, PB.24403.9",29
PB.24404,"PB.24404.1, PB.24404.2, PB.24404.3, PB.24404.4, PB.24404.6, PB.24404.7",12
PB.24405,"PB.24405.1, PB.24405.12, PB.24405.13, PB.24405.14, PB.24405.15, PB.24405.16, PB.24405.17, PB.24405.18, PB.24405.19, PB.24405.2, PB.24405.20, PB.24405.21, PB.24405.22, PB.24405.23, PB.24405.26, PB.24405.3, PB.24405.30, PB.24405.32, PB.24405.33, PB.24405.34, PB.24405.35, PB.24405.37, PB.24405.38, PB.24405.39, PB.24405.4, PB.24405.40, PB.24405.41, PB.24405.42, PB.24405.5, PB.24405.51, PB.24405.53, PB.24405.54, PB.24405.55, PB.24405.56, PB.24405.57, PB.24405.59, PB.24405.6, PB.24405.60, PB.24405.61, PB.24405.62, PB.24405.63, PB.24405.64, PB.24405.65, PB.24405.66, PB.24405.67, PB.24405.68, PB.24405.69, PB.24405.7, PB.24405.70, PB.24405.71, PB.24405.72, PB.24405.73, PB.24405.8, PB.24405.9",92
PB.24406,"PB.24406.1, PB.24406.2",4
PB.24407,PB.24407.1,3
PB.24408,"PB.24408.3, PB.24408.4, PB.24408.5, PB.24408.6, PB.24408.7, PB.24408.8, PB.24408.9",11
PB.24409,PB.24409.1,1
PB.2441,PB.2441.1,1
PB.24410,PB.24410.1,13
PB.24411,"PB.24411.1, PB.24411.10, PB.24411.11, PB.24411.12, PB.24411.13, PB.24411.14, PB.24411.16, PB.24411.2, PB.24411.3, PB.24411.5, PB.24411.7, PB.24411.8, PB.24411.9",17
PB.24412,"PB.24412.1, PB.24412.2, PB.24412.3",3
PB.24413,"PB.24413.1, PB.24413.10, PB.24413.11, PB.24413.12, PB.24413.13, PB.24413.14, PB.24413.15, PB.24413.16, PB.24413.17, PB.24413.18, PB.24413.19, PB.24413.2, PB.24413.20, PB.24413.21, PB.24413.22, PB.24413.23, PB.24413.24, PB.24413.25, PB.24413.26, PB.24413.27, PB.24413.28, PB.24413.29, PB.24413.3, PB.24413.31, PB.24413.35, PB.24413.36, PB.24413.4, PB.24413.5, PB.24413.6, PB.24413.7, PB.24413.8, PB.24413.9",67
PB.24414,"PB.24414.1, PB.24414.10, PB.24414.11, PB.24414.12, PB.24414.13, PB.24414.14, PB.24414.15, PB.24414.16, PB.24414.17, PB.24414.18, PB.24414.19, PB.24414.2, PB.24414.20, PB.24414.21, PB.24414.22, PB.24414.24, PB.24414.25, PB.24414.26, PB.24414.27, PB.24414.28, PB.24414.3, PB.24414.30, PB.24414.32, PB.24414.33, PB.24414.35, PB.24414.36, PB.24414.37, PB.24414.38, PB.24414.39, PB.24414.4, PB.24414.40, PB.24414.41, PB.24414.42, PB.24414.43, PB.24414.44, PB.24414.45, PB.24414.46, PB.24414.5, PB.24414.50, PB.24414.51, PB.24414.53, PB.24414.54, PB.24414.55, PB.24414.56, PB.24414.57, PB.24414.58, PB.24414.59, PB.24414.6, PB.24414.60, PB.24414.61, PB.24414.62, PB.24414.63, PB.24414.64, PB.24414.65, PB.24414.66, PB.24414.67, PB.24414.68, PB.24414.7, PB.24414.8, PB.24414.9",127
PB.24415,"PB.24415.1, PB.24415.2, PB.24415.3, PB.24415.4, PB.24415.5, PB.24415.6",21
PB.24416,"PB.24416.1, PB.24416.10, PB.24416.11, PB.24416.12, PB.24416.13, PB.24416.14, PB.24416.15, PB.24416.16, PB.24416.17, PB.24416.18, PB.24416.19, PB.24416.2, PB.24416.20, PB.24416.21, PB.24416.22, PB.24416.23, PB.24416.24, PB.24416.3, PB.24416.4, PB.24416.5, PB.24416.6, PB.24416.7, PB.24416.8, PB.24416.9",41
PB.24417,"PB.24417.1, PB.24417.2, PB.24417.3, PB.24417.4, PB.24417.5",13
PB.24418,"PB.24418.1, PB.24418.2, PB.24418.3",13
PB.24419,"PB.24419.1, PB.24419.2",2
PB.2442,"PB.2442.1, PB.2442.2, PB.2442.3, PB.2442.4",8
PB.24420,"PB.24420.3, PB.24420.4",4
PB.24421,"PB.24421.1, PB.24421.11, PB.24421.12, PB.24421.2, PB.24421.3, PB.24421.4, PB.24421.5, PB.24421.6, PB.24421.7, PB.24421.8, PB.24421.9",16
PB.24422,"PB.24422.1, PB.24422.2",5
PB.24423,"PB.24423.1, PB.24423.2, PB.24423.3, PB.24423.4",7
PB.24424,"PB.24424.1, PB.24424.10, PB.24424.11, PB.24424.12, PB.24424.13, PB.24424.14, PB.24424.17, PB.24424.18, PB.24424.20, PB.24424.21, PB.24424.22, PB.24424.23, PB.24424.24, PB.24424.25, PB.24424.26, PB.24424.27, PB.24424.3, PB.24424.4, PB.24424.5, PB.24424.6, PB.24424.7, PB.24424.8, PB.24424.9",34
PB.24425,"PB.24425.1, PB.24425.2",4
